trial,target_cv,spatial_mode,actual_cv,lag1_corr,first_half_mass,exact_build_ms
15,2.48,local,2.4800000000000004,0.6783413179921891,0.24086548484290832,29.594363
15,2.48,hot-cold,2.4800000000000004,0.09849624203981099,0.8667153749398548,29.595555
15,3.3,random,3.2999999999999994,-0.01980738332485984,0.5073610892824271,29.670785
15,3.3,local,3.2999999999999985,0.6926571923274383,0.12110853241552025,29.535494
15,3.3,hot-cold,3.299999999999999,0.08640544887286172,0.9640975985022245,29.687888
15,4.55,random,4.550000000000001,0.1125970960482379,0.800033495840319,30.013346
15,4.55,local,4.550000000000001,0.5873856855679311,0.8837620263975011,29.770923
15,4.55,hot-cold,4.55,0.1496617559562339,0.9593176243755475,29.736158
15,9.19,random,9.190000000000008,-0.010932177203384586,0.16326056037911918,29.835954
15,9.19,local,9.190000000000008,0.020949849013082826,0.25882840119195205,29.820876
15,9.19,hot-cold,9.190000000000005,0.05105315923302794,0.9885628581952133,29.578563
16,1.07,random,1.0700000000000003,-0.005123026762163793,0.5477256011364278,29.898541
16,1.07,local,1.0700000000000003,0.7606874877456415,0.35087382835938097,29.78603
16,1.07,hot-cold,1.0700000000000003,0.34342460862428276,0.765208467758462,29.66817
16,1.25,random,1.25,0.10785783914410783,0.5175970631059895,29.734916
16,1.25,local,1.25,0.7891932698078841,0.7513640205944004,29.574806
16,1.25,hot-cold,1.25,0.3763257254834727,0.7739656104045851,29.731369
16,1.44,random,1.4399999999999997,-0.013946387527562004,0.4889786652284812,29.689601
16,1.44,local,1.4399999999999997,0.9163955817487569,0.6861747985950724,29.769079
16,1.44,hot-cold,1.4399999999999997,0.3244316757949273,0.8413130979729312,29.557585
16,2.48,random,2.4799999999999995,0.012620588387112776,0.5760824297819006,29.845462
