n,trial,spatial_mode,cv,method,control,importance_fraction,latency_ms,rows,chunks
256,2,hot-cold,3.3,supported,0.44999999999999996,0.5386299318782787,0.01788892698307821,28,1
256,2,hot-cold,3.3,supported,0.49999999999999994,0.5386299318782787,0.01788892698307821,28,1
256,2,hot-cold,3.3,supported,0.5499999999999999,0.6252732092342675,0.020806774168331515,40,1
256,2,hot-cold,3.3,supported,0.6,0.6252732092342675,0.020806774168331515,40,1
256,2,hot-cold,3.3,supported,0.65,0.658264776065054,0.022022543828853724,45,1
256,2,hot-cold,3.3,supported,0.7,0.7074271486242472,0.02396777528568926,53,1
256,2,hot-cold,3.3,supported,0.75,0.7605133096992093,0.02761508426725589,68,1
256,2,hot-cold,3.3,supported,0.7999999999999999,0.8511767463722146,0.03393708650197138,94,1
256,2,hot-cold,3.3,supported,0.85,0.8511767463722146,0.03393708650197138,94,1
256,2,hot-cold,3.3,supported,0.9,0.9143405447099276,0.04001593480458243,119,1
